BeitragsID,Titel,Text,main_category_level1,URL,Erstellt,level2_unfavourable_switching,level2_new_traffic_light_addition,level2_remove_traffic_light,level2_lighting_is_missing,level2_faulty_lighting,level2_signage_of_cycle_path_missing_poorly_visible,level2_marking_of_cycle_path_missing_poorly_visible,level2_no_or_too_few_parking_facilities,level2_unsuitable_parking_facilities,level2_obstruction_due_to_stationary_objects,level2_cycle_path_permanently_parked,level2_cycle_path_often_blocked,level2_access_to_cycle_path_only_with_detour,level2_open_one-way_street_for_cycling,level2_check_mandatory_use_of_cycle_path,level2_safe_road_crossing_is_missing,level2_lack_of_visibility,level2_unclear_traffic_routing,level2_new_cycle_path,level2_cycle_path_use_in_both_directions,level2_set_up_road_with_priority_for_cycling,level2_speed_limit,level2_rule-adverse_behaviour,level2_unevenness_flaws_or_cracks,level2_too_narrow_width,level2_repeatedly_dirt_or_water_on_cycle_path,level2_passages_with_excessive_height_differences,level2_other_notices,level2_missing_local_reference,level2_deficiency_report,Dataset,level1_traffic_lights,level1_lighting,level1_signage,level1_bicycle_parking,level1_obstacles,level1_cycling_traffic_management,level1_cycle_path_quality,level1_misc
B2449,Radweg kreuzt Straße auf der oft zu schnell gefahren wird,Der Radweg Hangelar/Vilich-Müldorf kreuzt hier die Bundesgrenzschutzstr. Sehr viele Autos fahren dort wesentlich schneller als die erlaubten 50km/h. Für mehr Sicherheit der kreuzenden Radfahrer und Fußgänger wären Schilder oder noch besser Farb-Markierung der Fahrbahn sehr hilfreich. Geschwindigkeitskontrollen wären auch eine gute Maßnahme (gilt für die gesamte Bundesgrenzschutzstr.) - auch wenn das der Weg zur Bundespolizei ist,level1_signage,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-kreuzt-strasse-auf-der-oft-zu-schnell-gefahren-wird,2017-09-22T22:09:28+02:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0
B2450,Vorfahrtfrage,"Die Einmündung Albert-Fischer-Straße ist mE nicht mehr als Baustelleneinfahrt zu erkennen. Als ich zuletzt dort war suggerierte die Fahrbahnmarkierung einen Vorrang der Fahrradstraße, mangels Verkehrsschildern galt aber wohl rechts vor links. Bitte eindeutig kennzeichnen.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/vorfahrtfrage,2017-09-22T22:10:47+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2451,Vorfahrt für Fahrradstraße,"Es sollte eine durchgehende Vorfahrt zwischen Lessingstraße und Rheinweg eingerichtet werden. (Irgend einen Vorteil muss es ja haben, dass hier die Fahrradstraßen so fein säuberlich von den Tempo-30-Zonen getrennt wurde.)",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/vorfahrt-fuer-fahrradstrasse,2017-09-22T22:16:17+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2452,Stehen statt fahren,"Man möchte vom Verteiler nach Tannenbusch, erreicht die Kreuzung mit der Bornheimer auf der linken Seite des Lievelingsweges. Man steht lange an der Ampel um über die Bornheimer zu kommen (und kann oft den Autos zuschauen die hier auch gerne stehen). Dann gelangt man auf eine mickrige Verkehrsinsel und steht ein weiteres lang mal bis man auf die andere Seite des Lievelingsweges gelangt. (man darf den Lievelingsweg nicht weiter auf der linken Seite Richtung Tannenbusch fahren ..Verbotsschild... sonst würde man ja im weiteren Verlauf die Autofahrer die von der Autobahn kommen stören... und sich ganz böse in Lebensgefahr begeben...gibt ja da keine Ampel) Vorschlag: ein doppeltes Grün für Radfahrer und Fußgänger sodaß man in einem Schwung beide Straßen queren kann.... die Autos stehen eh... die paar Sekunden mehr im Stau...",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/stehen-statt-fahren,2017-09-22T22:17:49+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2453,Vorfahrt für die Fahrradstraße,,level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/vorfahrt-fuer-die-fahrradstrasse-0,2017-09-23T00:04:08+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2454,Abknickende Vorfahrt für die Fahrradstraße,,level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/abknickende-vorfahrt-fuer-die-fahrradstrasse,2017-09-23T00:06:44+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2455,Vorfahrt für die Fahrradstraße. Die unsinnige Bordsteinkante entfernen,,level1_obstacles,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/vorfahrt-fuer-die-fahrradstrasse-die-unsinnige-bordsteinkante-entfernen,2017-09-23T00:10:21+02:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,1,0,0,0
B2457,Eigene Linksabbiegeampel für den Radverkehr in die Villemombler Str.,"kommt man aus Richtung Endenich und die Linksabbiegerampel für Autos hat grün, zeigt die Ampel für die anderen Richtungen rot. Es wäre somit konfliktfrei möglich, vom Radweg aus nach links in die Villemombler zu fahren. Da aber eine unsinnige Haltelinie auf dem Radweg ist, begeht man einen Rotlichtverstoß, wenn man das macht (mache ich trotzdem). Das ist Quatsch mit Soße und wieder mal eine Benachteiligung des Radverkehrs, der hier nicht in einem Rutsch abbiegen kann, weil so etwas nur den Autofahrern zugestanden wird.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/eigene-linksabbiegeampel-fuer-den-radverkehr-die-villemombler-str,2017-09-23T00:27:56+02:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2458,"Spendensammlung für die Redakteure [Name der Zeitung] für Fahrradexkursionen durch Kopenhagen, Amsterdam, Utrecht etc. sowie für Weiterbildungsseminare zum Thema Radverkehr","[Name der Zeitung] erscheint wie eine Zeitung von Autofahrern für Autofahrer, die möglicherweise auch zum dumpfen Verkehrsklima, dem Chaos auf den Straßen und den miserablen Bedingungen für Radfahrer in der Stadt beiträgt. Über jeden popeligen Stau mit mehr als 3 Autos wird groß berichtet (gehören dann auch zu den meistgelesenen), vor sogenannten Blitzern gewarnt, diese auch noch als Abzocke kommentiert, die Anzahl der freien Parkplätze in der Innenstadt wird direkt auf der Homepage angezeigt und gefühlt alle 2 Tage wird versucht, die eigentlich seit Jahrzehnten tote Südtangente mit dem Autobahntunnel durch den Venusberg duch einen weiteren Artikel vor dem Verschwinden in der Versenkung zu bewahren. Da scheint es ernsthaft noch Leute zu geben, die gedanklich noch in den 60er Jahren stecken. Leute, die glauben, dass man mit mehr Straßen die Staus in den Griff bekommt. Darüber, dass der Radverkehr einen Großteil der selbstverursachten Bonner Verkehrsprobleme in Luft auflösen könnte, liest man wenig. Über den Raddialog wurde auch erst nach über eine Woche nach dem Start berichtet. Und solche lächerlichen Belanglosigkeiten wie die Story mit dem Rennradfahrer und dem Hund diese Woche werden so aufgebauscht (auch auf Facebook z.B.), dass die Radfahrer mal wieder als Rowdies über einen Kamm geschert werden können. Radfahrer, das sind ja bloß die anderen, jedenfalls nicht die, die es verfassen und auch nicht diejenigen, die es lesen, so scheint man dort zu denken.",level1_misc,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/spendensammlung-fuer-die-redakteure-name-der-zeitung-fuer,2017-09-23T01:06:57+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,B,0,0,0,0,0,0,0,1
B2459,Querungshilfe von Rheinaue hinter Caesar zur Donatusstraße,"Das ist eigentlich eine angenehme Nebenstrecke aus Richtung Rheinaue in Richtung Plittersdorf. Leider sind die Bordsteinabsenkungen an den falschen Stellen, sodass man hier etwas rumeiert. Ich könnte mir zum Beispiel vorstellen, hier 20 m gegen die Fahrtrichtung auf der Fahrbahn zu erlauben.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/querungshilfe-von-rheinaue-hinter-caesar-zur-donatusstrasse,2017-09-23T02:54:12+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2460,Fahrradstraßen-Stückwerk,"Die Clemensstraße ist in Teilen zur Fahrradstraße umgewidmet. Das macht aber nur Sinn, wenn angrenzende Straßen und die Kreuzungen ebenfalls Teil der Fahrradstraße werden: Büchelgarten, Grabenstraße... Sonst nimmt kein Autofahrer die Änderung wahr/ernst.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradstrassen-stueckwerk,2017-09-23T07:52:14+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2461,Kein Weg nach Beuel???,"Wer je mit dem Rad vom Bonner HBF nach Beuel fahren wollte, kennt das Problem: kein direkter, intuitiv auffindbarer oder gut beschilderter Radweg vom Bahnhof Richtung Kennedybrücke. Entweder muss ich den großen Umweg über die Oxfordstraße nehmen (voll im Autoverkehr), oder ich laviere mich durch die Innenstadt (Fußgängerzone oder gegen die Einbahnstraßenführung Am Hof). Eine Alternative wäre toll!!!",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kein-weg-nach-beuel,2017-09-23T08:05:23+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2462,Radstreifen regelmäßig zugeparkt.,"Ich traue mich nicht, meine 14jährige Tochter auf dieser Strecke mit dem Rad zur Schule fahren zu lassen, weil der Radstreifen eigentlich immer an irgendeiner, meist aber mehreren Stellen zugeparkt ist. Und wenn man dann auf die Straßenmitte ausweicht kommt häufig von Hinten ein Bus oder zumindest ein PKW, der es dann gerade eilig hat und schnell noch überholen will. Die Sebastianstraße ist für Radfahrer eine sehr wichtige Verbindungsstraße für Pendler zwischen Dransdorf, Endenich Poppelsdorf auf der einen Seite und Kessenich, Dottendorf, Friesdorf und Godesberg auf der anderen Seite.",level1_obstacles,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radstreifen-regelmaessig-zugeparkt,2017-09-23T09:20:09+02:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,1,0,0,0
B2463,Fahrradstreifen (bergauf) gefährlich,"Wenn man in dieser Stelle auf dem Radstreifen bergauf (Richtung Ippendorf) um die Biegung fährt, wird es oft gefährlich eng, wenn sich zugleich zwei LKW begegnen. Die Straße wird viel von Bussen und LKW genutzt. Wenn hier gerade ein solch breites Fahrzeug bergab fährt, weichen die bergauf fahrenden Fahrzeuge regelmäßig auf den Radstreifen aus. Hier habe dann als Radfahrer oft brenzlige Situation erlebt. Die Strecke ist morgens von Radfahrern hoch frequentiert, weil ja irgendwie die 5000 Bediensteten plus Studenten in die Unikliniken kommen müssen.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradstreifen-bergauf-gefaehrlich,2017-09-23T09:33:09+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B2465,Zu wenig Fahrradstellplätze,Hier gibt es zu wenige Fahrradstellplätze.,level1_bicycle_parking,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-wenig-fahrradstellplaetze,2017-09-23T09:38:24+02:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,1,0,0,0,0
B2466,Unklare Gehwegführung und zu wenig Fahrradstellplätze,"An dieser Stelle wechselt der Gehweg vom Blumenladen kommend Richtung Reuterstraße unklar von dem Bereich direkt an den Fassaden (vor dem Blumenladen, vor dem straßenseitig der Gehweg durch ein Grünbeet begrenzt wird) vor Hausnummer 13 auf den Bereich an der Straße. Dort werden die Garagenausfahrten von Ketten abgegrenzt, so dass man sich plötzlich in dem von Ketten eingegrenzten Areal befindet. Erschwert wird die Situation dadurch, dass der Gehweg häufig von Autos zugeparkt wird, weil er hier so breit aussieht, wodurch man dann als Fußgänger endgültig in den eingeketteten Bereich gedrängt wird. Zudem gibt es hier zu wenige Fahrradabstellplätze, so dass die abgestellten Fahrräder die Situation noch unübersichtlicher machen. Es gibt eine kleine Abstellanlage, die aber wahrscheinlich zum Haus Nr. 13 gehört, die ist aber nicht ausreichend.",level1_bicycle_parking,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-gehwegfuehrung-und-zu-wenig-fahrradstellplaetze,2017-09-23T09:48:33+02:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,1,0,1,0,0
B2467,Fahrradampel,"Die Fahrradampel ist super, nur leider fahren immer wieder Autofahrer an, sobald die Fahrradfahrer losfahren und merken nicht, dass sie noch Rot haben. Könnte man mit einem Schild die Autofahrer darauf hinweisen?",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradampel,2017-09-23T10:09:30+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2468,Schlaglöcher,"In diesem Bereich gibt es einige große Schlaglöcher. Auf Grund der engen Fahrbahn (fließern Verkehr, schmaler Radstreifen und parkende Autos) ist es teilweise schwierig, spontan auszuweichen.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schlagloecher-0,2017-09-23T10:26:35+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B2469,Autos aus der Dechenstraße,"Für Autos, die aus der Dechenstraße kommen, sind Fahrradfahrer von links leider sehr überraschend. Hier fehlt eine deutliche (rote?) Markierung der Fahrbahn, um auf Fahrradfahrer aufmerksam zu machen. Durch die Bebauung sind Fahrradfahrer erst spät zu sehen und Autofahrer schauen teilweise erst nach links, wenn sie bereits quer zum Radweg stehen.",level1_signage,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/autos-aus-der-dechenstrasse,2017-09-23T10:54:25+02:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,1,0,0
B3504,Radweg verbreitern,"Der Radweg an der Kaiserstraße ist oft so zugewachsen, dass ein Drittel des ohnehin schmalen Radwegs verloren geht. Zwei Fahrradfahrer kommen dann auf dem viel befahrenen Stück nicht mehr aneinander vorbei. Eine Lösung wäre, den Radweg regelmäßiger freizuschneiden. Man sollte allerdings auch mal überlegen, ob man den Radweg nicht verbreitern kann und dafür die Straße verengen. Eventuell wäre eine Einbahnstraßenlösung denkbar...",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-verbreitern-0,2017-10-13T10:50:18+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B3506,Gefahrenstelle: Vertiefung in Fahrbahn nach Baumaßnahme,"Zwischen den Häusern Bernhardstraße 4 und 7 gegenüber ist nach einem Straßenaufbruch (wohl für Gas-, Strom etc-Anschluß für Baustelle Bernhardstr. 7) die Straße nur vollkommen unzureichend wieder zuasphaltiert. Die Vertiefung zum Straßenniveau beträgt ca. 15-20 cm, so dass es zu Unfällen und Radbeschädigungen kommen kann.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gefahrenstelle-vertiefung-fahrbahn-nach-baumassnahme,2017-10-13T11:08:46+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,B,0,0,0,0,0,0,1,0
B3507,Entschärfung Gefahrenstellen Bundeshäuschen,"Autofahrer, die zum beliebten Restaurant/Ausfluglokal Bundeshäuschen direkt am Rhein wollen, fahren schräg abwärts in eine enge Unterführung ein. Nach der Unterführung müssten sie unbedingt am dortigen Radweg anhalten, auf dem sie dann links abbiegen. D.h. sie benutzten den Radweg (!) als Zufahrt, um überhaupt zum sehr beliebten Parkplatz des Bundeshäuschen zu kommen, siehe https://goo.gl/BMNo5p Gefährlich wird es zudem auch, wenn die Autos wieder aus dem Parkplatz heraus fahren. Denn der Radweg ist kaum erkennbar für sie gekennzeichnet. Es ist ein ca. 2,5 breiter Streifen längs der Bahn. Ich erlebte an allen Stellen auf nur 75 m viele Dutzende Male Fastunfälle. Damit die Gefahrenstelle entschärft wird, sollten an der Unterführungs-Durchfahrt Verkehrsspiegel (Konvexspiegel) angebracht werden. Nach der Durchfahrt sollte optisch und mit grösserer Bodenwelle vorher das unbedingte Halten der Autos erreicht werden, denn hier radeln häufig Rennradfahrer und Pedelecs mit 20-25 km vorbei, die Vorfahrt haben. Der Radweg zwischen Abbiegung und Parkplatz sollte zudem unbedingt farblich deutlicher gekennzeichnet werden.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entschaerfung-gefahrenstellen-bundeshaeuschen,2017-10-13T11:27:45+02:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,1,0,0
B3508,Grünen Pfeil für Autofahrer abschaffen,"Der grüne Pfeil für die Autofahrer, der ein Abbiegen von der Bornheimer Straße in den Probsthof erlaubt, führt leider dazu, dass sie nicht mehr darauf achten, wenn die Ampel für Radfahrer/Fußgänger, die die Bornheimer Straße, vom Rheindorfer Bach kommend, überqueren wollen, grün ist. Hier muss man sehr deutlich auf sich aufmerksam machen, wenn man die Ampel überquere möchte, um von den Autofahrern gesehen zu werden.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruenen-pfeil-fuer-autofahrer-abschaffen,2017-10-13T12:29:19+02:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B3509,"Maut für Autofahrer, die in die Innenstadt wollen, einführen","Die Nord- und Innenstadt ist inzwischen ganztägig von Autofahrern so derart bevölkert, dass man als RadfahrerIn von einer Gefahrensituation in die nächste schlittert. Eine Maut für Autofahrer würde die Innenstadt sicherlich entlasten. Am Besten einführen, bevor der Weihnachtsmarkt beginnt und man garnicht mehr durchkommt, da alle Straßen und Kreuzungen von sich stauenden Autos verstellt sind.",level1_misc,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/maut-fuer-autofahrer-die-die-innenstadt-wollen-einfuehren,2017-10-13T12:51:05+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,B,0,0,0,0,0,0,0,1
B3513,Unterbrechungsfreie Radwege unter/über Bahntrasse,"Bonn wird durch eine der belebtsten Bahntrassen Deutschlands getrennt. Nach den Prognosen wird insbesondere der Güterverkehr auf der Rheintrasse bis 2030 um über 50 Prozent zunehmen. Ein Ergebnis der fortschreitenden Globalisierung und Nachbarländer (Rotterdam-Genua-Projekt, u.a. mit Gotthard-Basistunnel und Seperatbahntrasse in NL), die umweltfreundlicheren Bahnverkehr mit Milliardeninvestments fördern. Geöffnete Bahnschranken an den Bahnübergängen dürften also noch seltener werden. Der Radverkehr nimmt hingegen, trotz im Vergleich mit anderen Städten, geringen Investitionen und abnehmender Fahrradklima-Bewertungen, nimmt auch in Bonn weiter überproportional zu. Umso unverständlicher, dass bei allen Bonner Bahnkreuzungs-Projekten (Neubau Viktoriabrücke, Renovierung/Erweiterung Herwarthstr. -Unterführung, Neubau UN-Campus-Neubau, Popp´Allee-Unterführung) keine unterbrechungsfreie Radwege geschaffen werden. Die Folge sind zeitraubende lange Schiebeunterbrechungen oder, wie bei Viktoriabrücke, gefährliche Fahrbahnteilung mit Fußgängern. Wenn schon Schnellradwege in Bonn bislang und wahrscheinlich auch zukünftig in Bonn keine Realisierungschance haben, dann sollte wenigstens der innerstädtische Radverkehr beschleunigt werden!",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unterbrechungsfreie-radwege-unterueber-bahntrasse,2017-10-13T12:51:49+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B3514,Kreuzung geradeaus überqueren ist schwierig,"Wer von der B56 kommend die Siegburger Str. überqueren will, hat es nicht ganz einfach, da der Radweg nach rechts in die Siegburger Str. abbiegt. Zwar ist ein Geradeausfahren prinzipiell möglich, dürfte wegen der baulichen Ausgestaltung eher überraschend für Autofahrer kommen, so dass ich hier nur mit größter Vorsicht geradeaus fahre oder bereits vorher auf die Fahrbahn Am Herrengarten wechsele. Hier sollte die Verkehrsführung für geradeaus fahrende Radfahrer verbessert werden, z.B. durch Markierung eines Radstreifens gerade aus über die Kreuzung oder eine Fahrrad-Aufstellfläche vor den Autos (vom Radweg aus erreichbar) oder eine Fahrrad-Ampel mit vorlaufendem Grün, gerne auch in Kombination.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreuzung-geradeaus-ueberqueren-ist-schwierig,2017-10-13T13:03:24+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,1,0,0
B3515,Bordsteinkante,Hier bitte einen weicheren Übergang zwischen Radweg und Straße schaffen.,level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/bordsteinkante,2017-10-13T13:47:29+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,0,0,0,0,0,1,0
B3516,Unfallberichte veröffentlichen,"Verkehrsunfälle sollten im Sinne von Open Data gesammelt und veröffentlicht werden: Ort (Punktekarte), Datum, Beteiligte, eine kurze Beschreibung mit Schwerpunkt auf vermutete Ursachen und örtliche Gegebenheiten, Unfallfolgen. Erstens damit jeder selbst echte und eingebildete Gefahren unterscheiden kann, zweitens zur überregionalen Sammlung und Auswertung. Zur Gegenüberstellung bräuchte man auch Ergebnisse von Verkehrszählungen und Geschwindigkeitsmessungen.",level1_misc,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unfallberichte-veroeffentlichen,2017-10-13T16:06:21+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,0,0,0,0,0,0,0,1
B3517,Gefährlicher Abgang vom Radweg auf die Strasse,"Wenn man den KaiserKarl-Ring vom überquert in Richtung Innenstadt fährt man noch kurzfristig auf dem Rad-/Gehweg bevor man auf die Strasse wechseln muss. An dieser Stelle ist es recht eng und man muss auf die entgegenkommenden Autos und Busse achten, die oftmals überrascht sind, wenn man als Radfahrer auf die Strasse kommt.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gefaehrlicher-abgang-vom-radweg-auf-die-strasse,2017-10-13T18:27:20+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B3518,Baumwurzelschäden,Auf dem Radweg am Kaiser-Karl-Ring kurz vor der Kölnstr. sind massive Baumwurzelschäden bzw. Erhebungen auf dem radweg auf Höhe des Stromkastens.,level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/baumwurzelschaeden,2017-10-13T21:00:50+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B3519,Ampel grundsätzlich parallel schalten,"An der Ampelkreuzung wird die Ampel für Radfahrer nur nach Anforderung grün. Kommt man dabei innerhalb einer Grünphase für Autofahrer an die Ampel, darf man nicht parallel mit diesen die Kreuzung queren sondern muss eine komplette Phase des Querverkehr abwarten. Diese und alle anderen Ampelschaltungen in Bonn sollten für Autos und Fußgänger/Radfahrer grundsätzlich parallel geschaltet werden um unnötige Wartezeiten zu verhindern.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampel-grundsaetzlich-parallel-schalten,2017-10-13T21:06:31+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B3521,Beleuchtung fehlt,"Auf dem gesamten Radweg zwischen Brückenabfahrt und der Kreuzung mit der L16 fehlt eine Beleuchtung. Im Herbst/Winter ist es sehr unangenehm hier am späten Nachmittag/Abend unterwegs zu sein. Strom müsste ja vorhanden sein, die benachbarte Autobahn ist in diesem Abschnitt beleuchtet!",level1_lighting,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beleuchtung-fehlt,2017-10-13T21:21:27+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0
B3522,Kreuzungsbereich von Westen kommend kaum einsehbar,"An der Kreuzung Ellerstr./Dorotheenstr. ist der Kreuzungsbereich sehr verwirrend und kaum einsehbar. Von Norden kommend sieht es aufgrund der Straßenmarkierung wie eine abknickende Vorfahrtsstraße aus, ist es aber nicht. Von Westen auf der Ellerstr. kommend gibt es ein Stopschild. Den Verkehr von links kann man an der Haltelinie kaum sehen, den von rechts u.a. aufgrund der Parkbuchten auf der Dorotheenstr. gar nicht. Fährt man soweit vor, dass man den Verkehr von rechts erkennen kann, steht man mitten auf der Kreuzung. Das gilt nicht nur für Radfahrer...",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreuzungsbereich-von-westen-kommend-kaum-einsehbar,2017-10-13T21:32:20+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
